1.457758e-07, 4.686968e-08
7.701745e-08, 1.333485e-07
3.258674e-08, 1.754205e-07
1.619713e-07, 8.045595e-08
2.415075e-07, 1.944953e-07
3.152068e-08, 1.990580e-08
1.158873e-08, 1.093318e-07
2.239010e-07, 1.115200e-07
2.663460e-07, 2.318129e-07
1.202884e-07, 1.268017e-07
2.569864e-07, 4.703153e-08
5.761163e-08, 2.350314e-07
4.180719e-07, 1.802313e-07
4.400477e-07, 2.207063e-07
5.079837e-07, 2.005959e-07
3.336466e-07, 2.050528e-07
4.024590e-07, 3.607087e-08
4.589101e-07, 2.807042e-08
4.323858e-07, 8.797533e-08
3.639824e-07, 1.288371e-07
3.106712e-07, 1.363611e-07
4.759517e-07, 1.661045e-07
5.453243e-07, 4.993839e-08
4.926127e-07, 1.665170e-07
4.224969e-07, 5.275201e-08
4.507380e-07, 1.350596e-08
4.642507e-07, 8.876554e-09
3.255700e-07, 3.111730e-09
4.100238e-07, 2.810434e-07
3.847561e-07, 2.351424e-07
3.505427e-07, 9.456226e-08
7.289760e-07, 1.324960e-07
5.796314e-07, 9.703247e-08
7.801464e-07, 2.750676e-07
8.110890e-07, 2.195114e-07
7.556060e-07, 2.536997e-07
8.042969e-07, 1.496061e-07
6.668138e-07, 1.262964e-07
7.434855e-07, 1.645397e-07
7.532739e-07, 2.956709e-08
7.879828e-07, 2.842095e-07
6.182531e-07, 5.711924e-08
7.473888e-07, 1.056565e-07
8.341416e-07, 2.202472e-07
8.168011e-07, 1.540483e-07
6.529405e-07, 1.490889e-07
5.862233e-07, 7.065767e-08
7.768664e-07, 2.816241e-07
5.714560e-07, 4.203911e-08
7.387257e-07, 1.088742e-07
7.551059e-07, 2.082443e-07
8.437862e-07, 2.021203e-07
6.370339e-07, 2.203741e-07
7.327789e-07, 2.687888e-07
6.140799e-07, 1.540984e-07
6.584656e-07, 3.350450e-08
6.694655e-07, 1.005957e-07
8.449393e-07, 8.043382e-08
9.881453e-07, 1.958533e-07
9.764409e-07, 2.320507e-07
8.766997e-07, 4.774137e-08
1.125690e-06, 2.336633e-07
9.818517e-07, 5.386833e-08
9.808696e-07, 2.100533e-07
1.079931e-06, 2.512887e-07
1.082786e-06, 1.370642e-07
8.594863e-07, 2.517476e-07
1.005946e-06, 8.007238e-09
1.002345e-06, 1.278477e-07
9.586568e-07, 3.892392e-08
9.277265e-07, 6.126234e-09
1.003224e-06, 1.709342e-08
1.072377e-06, 2.490294e-07
1.022067e-06, 8.013546e-08
8.865700e-07, 7.129544e-10
8.763509e-07, 2.407708e-08
1.024591e-06, 2.398519e-07
1.085000e-06, 1.740987e-07
1.067533e-06, 1.217016e-07
1.107545e-06, 2.573209e-07
1.324382e-06, 6.159152e-08
1.249809e-06, 6.434684e-08
1.332132e-06, 1.425827e-07
1.351145e-06, 2.309889e-07
1.362730e-06, 2.152047e-07
1.353367e-06, 4.464717e-08
1.281492e-06, 1.595461e-07
1.142880e-06, 2.304779e-07
1.250183e-06, 2.557195e-08
1.362595e-06, 1.607572e-07
1.162288e-06, 9.319352e-08
